LE COSEC LA BORDEBASSE 81100 CASTRES;,43.6074522,2.2395882,"La Cerise sur le Gâteau, Rue Sabaterie, 81100 Castres, France",,La Cerise sur le Gâteau,Rue Sabaterie,81100,Tarn,Castres,Le Travet,Castres,Occitania,OCC,1,,,France,fr,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GYMNASE GEORGES POMPIDOU 94300 VINCENNES;,48.848639,2.435642,"4 Allee Georges Pompidou, 94300 Vincennes, France",4,,Allee Georges Pompidou,94300,Val-de-Marne,Vincennes,,Vincennes,Ile-of-France,IDF,1,,,France,fr,0,© OpenAddresses contributors,BSD-3-Clause License,
Aire couverte 16190 MONTMOREAU;,45.395269,0.122925,"16190 Saint-Laurent-De-Belzagot, France",,16190,,16190,Charente,,,Saint-Laurent-De-Belzagot,New Aquitaine,,1,,,France,fr,0.25,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Salle des Sports ; rue Gabriel DAVENNE 08300 TAGNON;,49.439296,4.286763,"Tagnon (Tagnon), Great East, France",,,,,Ardennes,Tagnon,,Tagnon,Great East,,1,,,France,fr,0.25,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"48, Rue de la Diligence  79100 THOUARS - Sainte VERGE;",47.003655,-0.210236,"48 Rue De La Diligence, 79100 Sainte-Verge, France",48,,Rue De La Diligence,79100,Deux-Sèvres,Sainte-Verge,,Sainte-Verge,New Aquitaine,,1,1,1,France,fr,1,© OpenAddresses contributors,BSD-3-Clause License,
"Gymnase C3R, 3 rue des écoles 78470 Saint-Rémy-lès-Chevreuse;",48.7068676,2.0690255,"3 Rue des Écoles, 78470 Saint-Rémy-lès-Chevreuse, France",3,,Rue des Écoles,78470,Yvelines,Rhodon,,Saint-Rémy-lès-Chevreuse,Ile-de-France,IDF,1,1,1,France,fr,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gymnase du Montvillers, Ruelle Fondue 08140 BAZEILLES;",49.6786726,4.9793279,"Rue Fondue, 08140 Bazeilles, France",,Rue Fondue,Rue Fondue,08140,Ardennes,Bazeilles,,Bazeilles,Grand Est,GES,1,1,,France,fr,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
11 Boulevard Pierre et Mari Curie 26700 PIERRELATTE;,44.384236,4.697683,"11 Boulevard Pierre Et Marie Curie, 26700 Pierrelatte, France",11,,Boulevard Pierre Et Marie Curie,26700,Drôme,Pierrelatte,,Pierrelatte,Auvergne-Rhone-Alpes,ARA,1,0.7200000000000001,0.7200000000000001,France,fr,0.7200000000000001,© OpenAddresses contributors,BSD-3-Clause License,
Rue Per Jakez Hellias 56390 GRAND-CHAMP;,47.758601,-2.85165,"56390 Grand-Champ (Grand-Champ), France",,,,56390,Morbihan,Grand-Champ,,Grand-Champ,Brittany,BRE,1,,,France,fr,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1 A Esplanade du 8 mai 1945 17100 SAINTES;,45.74135,-0.62898,"1 Esplanade Du 8 Mai 1945, 17100 Saintes, France",1,,Esplanade Du 8 Mai 1945,17100,Charente-Maritime,Saintes,,Saintes,New Aquitaine,,1,1,1,France,fr,1,© OpenAddresses contributors,BSD-3-Clause License,
Chemin de Beau Soleil 51200 EPERNAY;,49.039801,3.955169,"51200 Epernay (Épernay), France",,,,51200,Marne,Epernay,,Épernay,Great East,,1,,,France,fr,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Gymnase du collège, avenue Paul Valéry 34800 Clermont L'hérault;",43.6345524,3.4325524,"Avenue Paul Valéry, 34800 Clermont-l'Hérault, France",,Avenue Paul Valéry,Avenue Paul Valéry,34800,Hérault,,,Clermont-l'Hérault,Occitania,OCC,1,1,,France,fr,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gymnase la Coutancière 44240 La Chapelle sur Erdre;,47.32676,-1.536552,"1 La Marvillière, 44240 Sucé-sur-Erdre, France",1,,La Marvillière,44240,Loire-Atlantique,Suce-Sur-Erdre,,Sucé-sur-Erdre,Pays de la Loire,PDL,1,,,France,fr,0,© OpenAddresses contributors,BSD-3-Clause License,
rue eugene guillaume 51190 LE MESNIL SUR OGER;,48.949778,4.02738,"Avenue Eugène Guillaume, 51190 Le Mesnil-sur-Oger, France",,,Avenue Eugène Guillaume,51190,Marne,Le Mesnil-Sur-Oger,,Le Mesnil-sur-Oger,Great East,,1,1,,France,fr,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
